"114.26208225644768,30.626864175663624"
"114.2683556264864,30.626770071554546"
"114.2686066649223,30.626765923011742"
"114.26885770971732,30.626761750973806"
"114.26910876068361,30.626757556147624"
"114.26935981763233,30.626753339244015"
"114.26961088037359,30.626749100977555"
"114.27312625850223,30.62668793029142"
"114.27337738475696,30.626683459533947"
"114.2751353312182,30.62665194046697"
"114.27563761568776,30.626642886019233"
"114.27714448207973,30.62661568411987"
"114.27814905413355,30.62659757892492"
"114.28216701596031,30.626526454321343"
"114.2824181092764,30.62652212287762"
"114.2829202818105,30.62651351430659"
"114.28342243425438,30.62650498302189"
"114.28392456506901,30.626496534814454"
"114.28467771740705,30.62648403080081"
"114.28543081258073,30.626471745693784"
"114.28618384560615,30.626459698252376"
"114.2874387493169,30.626440197113062"
"114.28919526011798,30.62641424698075"
"114.28969703734744,30.62640714884067"
"114.2901987753161,30.62640020016439"
"114.29095130592776,30.626390067673782"
"114.26835574392364,30.627020103654942"
"114.26860678236874,30.627015955112007"
"114.2693599351066,30.62700337134387"
"114.26986206620965,30.626994874166137"
"114.27011313997195,30.626990595332206"
"114.27262413232845,30.626946872328208"
"114.27287525270172,30.626942422873608"
"114.27312637612117,30.626937962389242"
"114.27413089623214,30.626920025310163"
"114.27438203185709,30.626915521058134"
"114.27463316931517,30.626911010339406"
"114.2748843084029,30.62690649391918"
"114.27538659065252,30.626897447039873"
"114.27588887697364,30.626888386559294"
"114.27639116573161,30.626879318626163"
"114.27764688754962,30.626856656576297"
"114.27789803026408,30.626852131653735"
"114.27890258881968,30.626834082517103"
"114.28216713393604,30.62677648641377"
"114.28266931595282,30.626767841387455"
"114.28317147865401,30.626759270732016"
"114.28342255227753,30.626755015113503"
"114.2836736204935,30.6267507802652"
"114.28442679079083,30.626738207509693"
"114.2856819488435,30.626717734646693"
"114.28643496008836,30.626705770533153"
"114.28668594881967,30.626701839850323"
"114.28718790269217,30.62669406852558"
"114.28844264166132,30.62667519596576"
"114.28919537834169,30.626664279068507"
"114.28969715558685,30.626657180928092"
"114.29044974744816,30.626646815438686"
"114.29120224678252,30.626636802033065"
"114.26634780188557,30.627302394046882"
"114.27036433352403,30.627236328612618"
"114.27287536737138,30.627192454184083"
"114.27312649080069,30.62718799369959"
"114.27337761707518,30.627183522941824"
"114.27362874599316,30.627179042669102"
"114.27463328405426,30.62716104164892"
"114.27488442315202,30.627156525228557"
"114.27865156633274,30.627088616992896"
"114.27890270372883,30.627084113824147"
"114.27915383928416,30.627079618007034"
"114.28015835904705,30.627061723492922"
"114.28166504918063,30.62703523124798"
"114.28191615119809,30.627030866289225"
"114.28342266736145,30.62700504641778"
"114.28492898894912,30.626979973902575"
"114.28543104583473,30.626971809087088"
"114.28593307509635,30.626963749908235"
"114.28618407891338,30.626959761644674"
"114.28768993918194,30.626936452942665"
"114.28794088715418,30.626932677790222"
"114.2881918264569,30.62692893568667"
"114.28969727088705,30.62690721222822"
"114.28994814487324,30.626903718909826"
"114.29019900888646,30.62690026355124"
"114.29044986277131,30.6268968467383"
"114.2907007063741,30.62689346905023"
"114.26158098746349,30.627620839225152"
"114.26760289458699,30.62753246313894"
"114.26810493804255,30.62752428983306"
"114.26835596996001,30.627520165487873"
"114.27161991158336,30.627464606617743"
"114.27287547908193,30.627442484701806"
